| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| Methacrylate, methyl Styrene, /?-l-(2-hydroxypropyl)- Methacrylate, methyl Styrene, p-JVyV-dimethylamino- | 0.26 0.204 | 0.022 | 1 0.101 | 0.016 | Y | 380 256 |
| Methacrylate, methyl Styrene, p-bromo- | 0.4 |  | 1.1 |  |  | 256 |
| Methacrylate, methyl Styrene, /?-chloro- | 0.334 | 0.016 | 0.77 | 0.12 | Y | 150 |
| Styrene, p-chloro- Methacrylate, methyl | 0.42 |  | 0.89 |  |  | 256 |
| Methacrylate, methyl Styrene, /7-chloro- | 0.43 |  | 0.47 |  |  | 476 |
| Methacrylate, methyl Styrene, /?-chloromethyl- | 0.408 | 0.038 | 0.91 | 0.15 | Y | 756 |
| Styrene,/?-cyano- Methacrylate, methyl | 0.22 |  | 1.41 |  |  | 256 |
| Methacrylate, methyl Styrene, /?-methoxy- | 0.29 |  | 0.32 |  |  | 35 |
| Methacrylate, methyl Styrene, p-methyl- | 0.4 |  | 0.44 |  |  | 256 |
| Methacrylate, methyl Styrene,/7-octylamine sulfonate | 0.6 |  | 2.6 |  |  | 817 |
| Methacrylate, methyl Styrene, p-tert-buty- | 0.44 |  | 0.5 |  |  | 634 |
| Methacrylate, methyl Styrene, pentachloro- | 3.65 | 0.85 | 0.3 | 0.05 | N | 7 |
| Methacrylate, methyl Succinamete, potassium N-vinyl- | 1.1 | 0.17 | -0.02 | 0.12 | Y | 771 |
| Methacrylate, methyl Succinimide, TV-vinyl- | 9.94 | 0.27 | 0.048 | 0.026 | Y | 104 |
| Methacrylate, methyl Succinimide, N-vinyl- | 0.01 | 0.031 | -0.059 | 0.096 | Y | 693 |
| Methacrylate, methyl Tetrazole, 1-Vinyl- | 7.13 | 0.093 | 0.262 | 0.026 | Y | 925 |
| Tetrazole, 2-methyl-5-vinyl- Methacrylate, methyl | 1.026 | 0.029 | 0.486 | 0.075 | Y | 670 |
| Methacrylate, methyl Tetrazole, 2-phenyl-5(4/ -vinyl) phenyl- | 0.7 |  | 0.4 |  |  | 583 |
| Methacrylate, methyl Thiophene, 3-vinyl | 0.563 |  | 0.25 |  |  | 1000 |
| Thioxanthone, 2-(acryloyloxy)- Methacrylate, methyl | 1.36 |  | 0.5 |  |  | 986 |
| Methacrylate, methyl Toluenesulfonamide, Af,N-methyl- | 1.87 | 0.19 | -1.83 | 0.26 | Y | 80 |
| vinyl |  |  |  |  |  |  |
| Methacrylate, methyl Triallyl cyanurate | 16.12 | 0.56 | -0.005 | 0.05 | Y | 201 |
| Methacrylate, methyl Triallyl isocyanurate Triazole, 1,2,3-, 1-p-bromophenyl- | 16.88 | 6.64 | -0.49 | 0.94 0.058 | Y Y | 201 670 |
| Methacrylate, methyl 4-vinyl | 0.832 | 0.022 | 0.266 |  |  |  |
| Methacrylate, methyl Triazole, 1,2,3-, 4(5)-vinyl- | 0.839 | 0.055 | 0.27 | 0.13 | Y | 670 |
| Methacrylate, methyl Urea, TV-vinyl-AT'-ethyl- -0.008 101 | 1.85 | 0.23 |  | 0.029 | Y |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Methacrylate, methyl | Vinyl butyl ether |  |  |  |  | N | 127 |
| Methacrylate, methyl | Vinyl, 4-, dithiobenzoate, methyl | 0.151 | 0.092 | 0.3 | 0.29 | Y | 697 |
| Methacrylate, methyl | Vinyl, p-, benzylmethylcarbinol | 0.24 | 0.26 | 0.98 | 0.28 | Y | 48 |
| Methacrylate, methyl | Vinylacetophenone, p- | 0.33 | 0.36 | 1.65 | 3.81 | Y | 266 |
| Methacrylate, methyl | Vinylanthracene, 9- | 4.068 | 0.04 | 0.117 | 0.043 | Y | 123 |
| Methacrylate, methyl | Vinylbenzoic acid, p- | 0.398 | 0.097 | 1.16 | 0.3 | Y | 266 |
| Methacrylate, methyl | Vinylene carbonate | 126 | 298 | -0.04 | 0.85 | Y | 103 |
| Methacrylate, methyl | Vinylidene chloride | 2.83 |  | 0.19 |  |  |  |
|  |  |  |  |  |  |  | 762 |
| Methacrylate, methyl | Vinylidene cyanide |  | 0.012 |  | 0.013 | Y | 82 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Methacrylate, mono-ethylene glycol | Acrylonitrile | 1.5 | 0.19 |  |  |  | 682 |
| Methacrylate, octyl | Styrene | 0.68 | 0.56 |  |  |  | 463 |
| Methacrylate, octyl | Vinyl chloride | 14 | 0.04 |  |  |  | 511 |
| Methacrylate, p-(cinnamoylamino)phenyl | Styrene | 0.31 | 0.62 |  |  |  | 685 |
| Methacrylate, p-acetylphenyl | Methacrylate, methyl | 0.67 | 0.47 |  |  |  | 769 |
| Methacrylate, p-chlorophenyl | Methacrylate, methyl | 1.08 | 0.54 |  |  |  | 769 |
| Methacrylate, p-methoxyphenyl | Methacrylate, methyl | 1.19 | 0.72 |  |  |  | 769 |
| Methacrylate, p-tolyl | Methacrylate, methyl | 1.28 | 0.59 |  |  |  | 769 |
| Methacrylate, phenyl | Acrylonitrile | 0.46 | 0.36 |  |  |  | 363 |
| Methacrylate, phenyl | Methacrylate, methyl | 1.67 | 0.53 |  |  |  | 32 |
| Methacrylate, phenyl | Methacrylate, methyl | 1.69 | 0.58 |  |  |  | 32 |
| Methacrylate, phenyl | Methacrylate, methyl | 1.72 | 0.56 |  |  |  | 32 |
| Methacrylate, phenyl | Methacrylate, methyl | 1.55 | 0.66 |  |  |  | 761 |
| Methacrylate, phenyl | Methacrylate, methyl | 0.99 | 0.55 |  |  |  | 769 |
| Methacrylate, phenyl | Styrene | 0.51 | 0.26 |  |  |  | 463 |
| Methacrylate, propargyl | Itaconic acid mono(p-sulfamidoanilide) | 1.65 | 0.02 | 0.58 | 0.05 |  | 957 |
| Methacrylate, propyl | Methacrylate, methyl | 1.24 | 1.21 |  |  |  | 844 |
| Methacrylate, sodium (2-sulphoxyethyl)- | Methacrylic acid | 1.2 | 0.19 | 0.78 | 0.08 | N | 745 |
| Methacrylate, tert-butyl | Methacrylate, methyl | 1.35 | 0.96 |  |  |  | 761 |
| Methacrylate, tetra(2-hydroxypropyl)-ethylenediamine | Methacrylate, hydroxyethyl | 1.44 | 1 | 0.606 | 0.416 | Y | 996 |
| Methacrylate, tetra(2-hydroxypropyl)-ethylenediamine | Methacrylic acid | 0.328 | 0.181 | 1.56 | 0.237 | Y | 996 |
| Methacrylate, tributyltin | Methacrylate, methyl | 0.62 | 0.58 |  |  |  | 1082 |
| Methacrylate, triethyltin | Methacrylate, methyl | 0.87 | 0.62 |  |  |  | 1082 |
| Methacrylate, trimethyltin | Methacrylate, methyl | 1.07 | 0.63 |  |  |  | 1082 |
| Methacrylate, triphenyltin | Methacrylate, methyl | 0.68 | 0.6 |  |  |  | 1082 |
| Methacrylic acid | Acrylamide | 1.63 | 0.57 |  |  |  | 1028 |
| Methacrylic acid | Acrylamide | 4.4 | 0.58 |  |  |  | 852 |
| Methacrylic acid | Acrylamide | 0.15 | 0.56 |  |  |  | 852 |
| Vinyltrimethylsilane |  | 35.66 | 0.85 | 0.028 | 0.016 | Y | 482 |
| Monomer 1 | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Methacrylic acid | Acrylic acid, 2-ethyl | 1.14 | 0.23 |  |  | Y | 961 |
| Methacrylic acid | Diphenyl sulfone, | 0.564 | 0.032 | 0.015 | 0.058 | Y | 1042 |
|  | 3,3'-bisitaconimido-m,m'- |  |  |  |  |  |  |
|  | N-(2-methacryl) |  |  |  |  |  |  |
|  | 2-amino |  |  |  |  |  |  |
| Methacrylic acid | Methacrylate, methyl |  |  |  | 0.081 | Y | 88 |
| Methacrylic acid | Methacrylate, sodium (2-sulphoxyethyl)- | 0.78 | 0.08 | 1.2 | 0.19 | N | 745 |
|  | hydroxypropyl)ethylenediamine |  |  |  |  |  |  |
| Methacrylic acid | Methacrylate, methyl |  |  |  |  |  |  |
|  | 54 |  |  |  |  |  |  |
|  | 276 |  |  |  |  |  |  |
|  | 313 |  |  |  |  |  |  |
|  | 424 |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Methacrylic acid | Styrene | 0.602 | 0.088 | 0.124 | 0.092 | Y | 47 812 |
| Methacrylic acid | Sulfonic acid, o-methacryloylamino-benzene | 0.203 | 0.067 | 0.217 | 0.122 | Y | 1006 |
| Methacrylic acid | Sulfonic acid, o-methacryloylamino-benzene | 0.188 | 0.076 | 0.523 | 0.195 | Y | 1006 |
| Methacrylic acid | Sulfonic acid, p-methacryloylamino-benzene | 0.156 | 0.081 | 1.08 | 0.338 | Y | 1006 |
| Methacrylic acid | Sulfonic acid, p-methacryloylamino-benzene | 0.155 | 0.052 | 1.65 | 0.27 | Y | 1006 |
| Methacrylic acid | Vinyl chloride | 9.05 |  | 0.07 |  |  | 46 831 |
| Methacrylic acid | Vinyl, mono-, diethyleneglycol ether | 0 |  | 2.2 |  |  | 831 |
| Methacrylic acid | Vinylethynyl-4-piperidinol, 1,2,5-trimethyl | 0.4 |  | 0.05 |  |  | 734 |
| Methacrylic anhydride | Vinyl chloroethyl ether |  |  |  |  | Y | 106 |
| Methacrylonitrile | Methacrylic acid | 0.52 | 0.32 | 0.54 | 3.71 | N | 85 219 |
| Methacrylonitrile | Phosphonic acid, α-phenylvinyl- | 2.24 |  |  |  |  | 590 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Methacrylonitrile | "Styrene, α-methoxy-" | 0.83 | 0.04 | -0.02 | 0.005 | N | 143 |
| Methacrylonitrile | "Styrene, α-methyl-" | 0.21 |  | 0.15 |  |  | 542 |
| Methacrylophenone, α- | Methacrylate, methyl | 0.11 | 0.02 | 1.79 | 0.07 | N | 798 |
| Methacrylophenone, α- | Methacrylate, methyl | 0.119 | 0.009 | 1.74 | 0.22 | Y | 798 |
| 3,5-dinitrobenzoate |  |  |  |  |  |  |  |
| 3,5-dinitrobenzoate |  |  |  |  |  |  |  |
| Methacryloyl-β-hydroxyethyl- | Methacrylate, N-ethyl-3-hydroxymethyl- | 0.554 | 0.019 | 0.729 | 0.051 | Y | 701 |
| 3,5-dinitrobenzoate carbazolyl |  |  |  |  |  |  |  |
| Methacryloyloxy, 2-benzoate methyl | Methacrylate, N-methyl-N-phenyl- | 1.11 | 0.18 | 0.55 | 0.04 | N | 651 |
| 2-amino ethyl |  |  |  |  |  |  |  |
| Methacryloyloxy, 2-benzoate methyl | Styrene | 0.48 | 0.02 | 0.27 | 0.04 | N | 651 |
| 2-amino ethyl |  |  |  |  |  |  |  |
| 4-,2,2,6,6-tetramethylpiperidine |  |  |  |  |  |  |  |
| Methyleneglutaronitrile, 2- | Butadiene |  |  |  |  | N | 196 |
| N-N-Divinylaniline | Acrylonitrile | -0.006 | 0.07 | 0.246 | 0.014 | Y | 45 |
| N-N-Divinylaniline | Methacrylate, methyl | 0.005 | 0.018 | 1.06 | 0.18 | Y | 45 |
| N-N-Divinylaniline | Styrene | 0.033 | 0.067 | 5.38 | 0.36 | Y | 45 |
| N-N-Divinylaniline | Styrene, p-methyl- | 0.06 | 0.03 | 6.15 | 0.16 | Y | 45 |
| N-N-Divinylaniline | Vinyl acetate | 3.99 | 0.12 | 0.058 | 0.009 | Y | 45 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Acrylate, a-isopropyloxymethyl-, methyl | Styrene | 0.26 | 0.41 |  |  |  | 1047 |
| Acrylate, a-methoxy-, methyl | Acrylate, a-chloro-, ethyl | 0.11 | 0.58 |  |  |  | 638 |
| Acrylate, a-p-chlorobenzyl-, methyl | Methacrylate, methyl | 0.255 | 0.034 | 1.87 | 0.222 | Y | 905 |
| Acrylate, a-p-methoxybenzyl-, methyl | Methacrylate, methyl | 0.13 | 0.008 | 1.71 | 0.109 | Y | 905 |
| Acrylate, a-phenyl-, methyl | Acrylate, methyl | 1 | 0.06 |  |  |  | 141 |
| Acrylate, a-phenyl-, methyl | Acrylonitrile | 6.7 | 0.08 |  |  |  | 141 |
| Acrylate, a-phenyl-, methyl | Methacrylate, methyl | 0 | 0.21 |  |  |  | 141 |
| Acrylate, a-phenyl-, methyl | Methacrylate, methyl | 0 | 0.3 |  |  |  | 49 |
| Acrylate, a-phenyl-, methyl | Methacrylonitrile | 0.25 | 0.19 |  |  |  | 143 |
| Acrylate, a-phenyl-, methyl | Styrene | 1 | 0.06 |  |  |  | 141 |
| Acrylate, a-phenyl-, methyl | Styrene | 0.4 | 0.03 |  |  |  | 399 |
| Acrylate, a-phenyl-, methyl | Styrene | 0.45 | 0.06 |  |  |  | 488 |
| Acrylate, a-phenyl-, chloroethyl | Styrene | 0.201 | 0.09 | 0.025 | 0.015 | Y | 488 |
| Acrylate, a-propyloxymethyl-, methyl | Styrene | 0.29 | 0.47 |  |  |  | 1047 |
| Acrylate, a-tetrafluoropropyloxymethyl-, methyl | Methacrylate, methyl | 0.61 |  | 1.43 |  |  | 1047 |
| Acrylate, a-tetrafluoropropyloxymethyl-, methyl | Styrene | 0.17 |  | 0.37 |  |  | 1047 |
| Acrylate, a-trifluoroethyloxymethyl-, methyl | Styrene | 0.2 | 0.26 |  |  |  | 1047 |
| Acrylate, benzyl | Allyl chloride | 9.9 | 0.06 |  |  |  | 438 |
| Acrylate, butyl | Acrolein, methyl- | 0.02 | 2.5 |  |  |  | 589 |
| Acrylate, butyl | Acrylamide, N-propyl- | 0.8 | 0.4 |  |  |  | 730 |
| Acrylate, butyl | Acrylamide, N-methylol- | 0.87 | 0.61 |  |  |  | 441 |
| Acrylate, butyl | Acrylic acid, a-bromo- | 0.19 | 0.09 |  |  |  | 733 |
| Acrylate, butyl | Acrylonitrile | 0.9 | 1 |  |  |  | 513 |
| Acrylate, butyl | Acrylonitrile | 1.2 | 1 |  |  |  | 513 |
| Acrylate, butyl | Allyl chloride | 5.83 | 0.1 |  |  |  | 438 |
| Monomer 1 |  | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| JV-Vinylimidazole |  | Acrylic acid | 0.187 | 0.025 | 1.932 | 0.077 | Y | 879 |
| N-Vinylimidazole |  | Acrylonitrile | 0.832 | 0.044 | 3.393 | 0.008 | Y | 879 |
| Af-Vinylimidazole |  | Fumarate, diethyl | 0.113 | 0.019 | 0.191 | 0.022 | Y | 879 |
| N-Vinylimidazole |  | Fumarate, dimethyl | 0.133 | 0.021 | 0.252 | 0.015 | Y | 879 |
| N-Vinylimidazole |  | Fumaric acid | 0.121 | 0.01 | 0.313 | 0.012 | Y | 879 |
| N-Vinylimidazole |  | Maleate, diethyl | 0.057 | 0.028 | 0.106 | 0.147 | Y | 879 |
| N-Vinylimidazole |  | Maleate, dimethyl | 0.046 | 0.046 | 0.046 | 0.438 | Y | 879 |
| N-Vinylimidazole |  | Maleic acid | 0.018 | 0.007 | 0.094 | 0.027 | Y | 879 |
| Af-Vinylimidazole |  | Methacrylate, methyl | 0.663 | 0.104 | 4.306 | 0.185 | Y | 879 |
| Af-Vinylimidazole |  | Methacrylic acid | 0.145 | 0.022 | 1.384 | 0.034 | Y | 879 |
| W-Vinylimidazole |  | Styrene | 0.68 | 0.02 | 8.377 | 0.149 | Y | 879 |
| N-Vinylpyrolidone |  | Caprolactam, N-vinyl- | 2.8 | 0.2 | 1.7 | 0.2 |  | 883 |
| AT-Vinylpyrolidone |  | Crotonate, hydrocortisone 21- | 0.75 | 0.02 | 0.05 | 0.05 |  | 1022 |
| Af-Vinylpyrrolidone |  | 2-Oxazoline, 2-isopropenyl- | 0.01 | 0.02 | 3.5 | 1.2 |  | 894 |
| Af-Vinylpyrrolidone |  | Acrylamido-2-methylpropane sulfonate | 0.13 |  | 0.66 |  |  | 939 |
|  |  | sodium salt |  |  |  |  |  |  |
| N-Vinylpyrrolidone |  | Acrylate, cyclohexyl | 0.122 | 0.014 | 1.297 | 0.088 |  | 1061 |
| N-Vinylpyrrolidone |  | Carbamate, N-vinyl-t-butyl- | 0.4 | 0.06 | 2.4 | 0.5 |  | 991 |
| Af-Vinylpyrrolidone |  | Ethene, 2-phenyl-1,1-dicyano- |  |  |  |  | Y | 947 |
| AT-Vinylpyrolidone |  | Itaconate, bis(tri-n-butyltin) | 0.21 | 0.013 | 0.065 | 0.04 | Y | 941 |
| N-Vinylpyrrolidone |  | Methacrylate, 2-acetylsalicylicoyloxy- | 0.34 |  | 0.85 |  |  | 1080 |
|  |  | 3-hydroxypropyl |  |  |  |  |  |  |
| N-Vinylpyrrolidone |  | Methacrylate, furfuryl | 0.0036 | 0.02 | 5.16 | 1.13 | Y | 1050 |
| N-Vinylpyrrolidone | Af-Vinylpyrrolidone | Methacrylate, glycidyl Methacrylate, methyl | 0.003 0.006 | 0.018 2.29 | 4.29 4.78 | 0.498 0.236 |  | 1017 1084 |
| N-Vinylpyrrolidone |  | Methacrylate, methyl | 0.014 | 0.899 | 5.93 | 0.198 |  | 1084 |
| JV-Vinylpyrrolidone |  | Methacrylate, methyl | 0.027 | 0.062 | 2.07 | 0.247 |  | 1084 |
| N-Vinylpyrrolidone |  | Methacrylate, methyl | 0.066 | 3.96 | 4.04 | 0.956 |  | 1084 |
| N-Vinylpyrrolidone |  | Methacrylate, phenyl | -0.026 | 0.032 | 4.17 | 0.756 | Y | 1013 |
| N-Vinylpyrrolidone |  | Pyridine, 2-methyl-5-vinyl- | 0.039 | 0.006 | 13 | 2 |  | 1070 |
| N-Vinylpyrrolidone | N-Vinylpyrrolidone | Pyridine, 2-vinyl- Pyridine, 4-vinyl- | 0.014 0.01 | 0.002 0.002 | 12.4 9.8 | 2.3 1.5 |  | 1070 1070 |
| Af-Vinylpyrrolidone | Af-Vinylpyrrolidone | Quinine Styrene sulfonate, sodium salt | 2.2 0.084 |  | 0.37 7.19 |  |  | 922 939 |
| Af-Vinylpyrrolidone |  | Vinyl trimethylammonioethyl ether | 11.6 | 0.03 | 0 | 0.02 |  | 1037 |
|  |  | iodide |  |  |  |  |  |  |
| Naphthalene, 1-vinyl- |  | Acrylonitrile | 0.451 | 0.088 | 0.107 | 0.028 |  | 967 |
| Naphthalene, 1-vinyl- |  | Methacrylate, methyl | 0.574 | 0.073 | 0.321 | 0.096 |  | 967 |
| Naphthalene, 1-vinyl- |  | Styrene | 2.02 | 0.401 | 0.699 | 0.233 |  | 967 |
| Naphthalene, 1-vinyl-4-chloro- |  | Styrene | 0.75 | 0.45 | 0.76 | 0.68 |  | 806 |
| Naphthalene, 2-vinyl- |  | Styrene | 1.345 | 0.093 | 0.395 | 0.049 |  | 806 |
| Naphthalene, 2-vinyl-6-chloro- |  | Styrene | 2.44 | 1.38 | 0.39 | 0.6 |  | 806 |
| Naphthalene, 6-vinyl-2-tert-butyl |  | Styrene | 1.014 | 0.244 | 0.616 | 0.069 |  | 806 |
| Nickel diacrylate |  | Titanium, dicylopentadienyl-, | 0.95 |  | 0.65 |  |  | 895 |
|  |  | dimethacrylate |  |  |  |  |  |  |
| Norbornadiene |  | Acrylate, ethyl | -0.01 | 0.03 | 2.39 | 0.44 | N | 267 |
| Norbornadiene |  | Acrylonitrile | 0.05 | 0.23 | 0.48 | 0.27 | N | 267 |
| Norbornadiene |  | Acrylonitrile | 0.44 | 0.05 | 0.66 | 0.01 | N | 69 |
| Norbornadiene |  | Methacrylate, methyl | -0. 5 | 0.52 | 14.68 | 16.78 | N | 267 |
| Norbornadiene |  | Styrene, p-chloro- | 0 | 0.12 | 69.93 | 24.19 | Y | 188 |
| Norbornadiene |  | Vinyl acetate | 1.354 | 0.07 | 0.818 | 0.019 | Y | 188 |
| Norbornadiene |  | Vinyl chloride | 0.41 | 0.01 | 0.67 | 0.02 | N | 267 |
| Norbornadiene |  | Vinylidene chloride | 0.09 | 0.17 | 1.36 | 0.63 | N | 267 |
| OcM-ene, 4,8-dioxaspiro(2.5)- |  | Styrene | 0.246 | 0.024 | 1.831 | 0.027 | Y | 838 |
| Oct-1-ene, 6,6-dimethyl- |  | Acrylonitrile | 1.484 | 1.078 | 0.985 | 0.675 | Y | 838 |
| 4,8-dioxaspiro(2.5)- |  |  |  |  |  |  |  |  |
| Oct-1-ene, 6,6-dimethyl- |  | Pyridine, 2-vinyl- | 0.073 | 0.04 | 2.216 | 0.062 | Y | 838 |
| 4,8-dioxaspiro(2.5)- |  |  |  |  |  |  |  |  |
| Oct-1-ene, 6,6-dimethyl- |  | Pyrrolidone, N-vinyl- | 0.552 | 0.075 | -0.009 | 0.018 | Y | 838 |
| 4,8-dioxaspiro(2.5)- |  |  |  |  |  |  |  |  |
| Oct-1-ene, 6,6-dimethyl- |  | Styrene | 0.271 | 0.109 | 1.93 | 0.098 | Y | 838 |
| 4,8-dioxaspiro(2.5)- |  |  |  |  |  |  |  |  |
| Octene-1 |  | Vinyl chloride | -0.57 | 0.85 | 3.26 | 0.45 | N | 329 |
| Oxazinium F3CSO3, 3-methyl-2-vinyl- 5,6-dihydro-4H-1,3- |  | Methacrylate, methyl | 0.31 |  | 0.37 |  |  | 909 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| 4,4-dimethyl |  |  |  |  |  |  |  |
| 4,4-dimethyl |  |  |  |  |  |  |  |
| 4,4-dimethyl |  |  |  |  |  |  |  |
| 4,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-acryloxymethyl- | Acrylate, methyl | 0.11 |  | 0.29 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-acryloxymethyl- | Methacrylate, methyl | 0.11 |  | 0.41 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-acryloxymethyl- | Styrene | 0.14 |  | 0.56 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-acryloxymethyl- | Vinyl acetate | 1.41 |  | 0.03 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-methacryloxy- | Acrylate, methyl | 0.56 |  | 0.4 |  |  | 596 |
| 2,4-dimethyl Oxazoline, 2-, 4-methacryloxy- | Acrylonitrile | 0.89 |  | 0.11 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-methacryloxy- | Methacrylate, methyl | 0.19 |  | 1.17 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazoline, 2-, 4-methacryloxy- | Vinyl acetate | 6.2 |  | 0.05 |  |  | 596 |
| 2,4-dimethyl |  |  |  |  |  |  |  |
| Oxazolinium BF4, 3-methyl- | Acrylate, methyl | 0.251 | 0.483 | 0.096 | 0.057 | Y | 908 |
| 2-isopropenyl-2- |  |  |  |  |  |  |  |
| Oxazolinium BF4, 3-methyl- | Vinyl acetate | 0.413 | 0.005 | 0.114 | 0.021 | Y | 908 |
| 2-isopropenyl-2- |  |  |  |  |  |  |  |
| Oxazolinium, 2-, tetrafluoroborate | Acrylate, methyl | 0.344 | 0.105 | 0.552 | 0.043 | Y | 877 |
| 3-methyl-2-isopropenyl |  |  |  |  |  |  |  |
| Oxazolinium, 2-, tetrafluoroborate | Vinyl acetate | 0.366 | 0.151 | 0.43 | 0.057 | Y | 877 |
| 3-methyl-2-isopropenyl |  |  |  |  |  |  |  |
| Oxazolinium, 2-isopropenyl-2- | Acrylate methyl | 2.08 | 0.327 | 0.191 | 0.031 | Y | 908 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 3.29 | 0.712 | 0.233 | 0.069 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 1.57 | 0.193 | 0.161 | 0.028 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 1.29 | 0.309 | 0.215 | 0.051 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 1.4 | 0.322 | 0.189 | 0.05 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 0.923 | 0.075 | 0.179 | 0.014 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 1.12 | 0.112 | 0.178 | 0.02 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Styrene | 0.568 | 0.035 | 0.217 | 0.009 | N | 930 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 3.39 | 0.263 | 0.555 | 0.032 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 2.02 | 0.141 | 0.424 | 0.022 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 3.06 | 0.349 | 0.591 | 0.046 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 1.67 | 0.183 | 0.443 | 0.032 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 1.24 | 0.168 | 0.34 | 0.031 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 1.72 | 0.123 | 0.57 | 0.023 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 1.69 | 0.236 | 0.606 | 0.045 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 0.72 | 0.12 | 0.269 | 0.027 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 1.55 | 0.224 | 0.715 | 0.048 | N | 1033 |
| Pentenoate, 3-oxo-4-, ethyl | Methacrylate, methyl | 1.09 | 0.09 | 0.528 | 0.02 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 2.56 | 0.218 | 0.597 | 0.03 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 0.748 | 0.155 | 0.38 | 0.034 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 1.14 | 0.109 | 0.513 | 0.022 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 0.952 | 0.164 | 0.43 | 0.034 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 1.67 | 0.143 | 0.474 | 0.023 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 1.04 | 0.111 | 0.581 | 0.025 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 1.05 | 0.108 | 0.616 | 0.024 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 0.725 | 0.08 | 0.663 | 0.023 | N | 1033 |
| Pentenoate, 4-methyl-3-oxo-4-, ethyl | Methacrylate, methyl | 1.09 | 0.09 | 0.528 | 0.02 | N | 1033 |
|  | Acrylonitrile | 0.018 | 0.01 | 0.069 | 0.104 | Y | 912 |
